Gene,locus_tag(gene),old_locus_tag(gene),locus_tag(cds),old_locus_tag(cds),codonStart,translTable,product,protein _id,Unnamed: 9
gene=125260..126480,"locus_tag=""MXAN_RS00540""","old_locus_tag=""MXAN_0108""","locus_tag=""MXAN_RS00540""","old_locus_tag=""MXAN_0108""",codon_start=1,transl_table=11,"product=""ABC transporter permease""","protein_id=""WP_020477942.1"" ",
gene=complement(126578..126748),"locus_tag=""MXAN_RS37980""",,"locus_tag=""MXAN_RS37980""",,codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020477941.1"" ",
gene=complement(126904..127632),"locus_tag=""MXAN_RS00545""","old_locus_tag=""MXAN_0109""","locus_tag=""MXAN_RS00545""","old_locus_tag=""MXAN_0109""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909673.1"" ",
gene=127779..129026,"locus_tag=""MXAN_RS00550""","old_locus_tag=""MXAN_0110""","locus_tag=""MXAN_RS00550""","old_locus_tag=""MXAN_0110""",codon_start=1,transl_table=11,"protein_id=""WP_011550257.1"" ",,
gene=129078..130409,"locus_tag=""MXAN_RS00555""","old_locus_tag=""MXAN_0111""","locus_tag=""MXAN_RS00555""","old_locus_tag=""MXAN_0111""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011550258.1"" ",
gene=130502..131032,"locus_tag=""MXAN_RS00560""","old_locus_tag=""MXAN_0112""","locus_tag=""MXAN_RS00560""","old_locus_tag=""MXAN_0112""",codon_start=1,transl_table=11,"product=""GNAT family N-acetyltransferase""","protein_id=""WP_011550259.1"" ",
gene=complement(131035..132699),"locus_tag=""MXAN_RS00565""","old_locus_tag=""MXAN_0113""","locus_tag=""MXAN_RS00565""","old_locus_tag=""MXAN_0113""",codon_start=1,transl_table=11,"product=""type VI secretion system contractile sheathlarge subunit""","protein_id=""WP_225909674.1"" ",
gene=132974..134035,"locus_tag=""MXAN_RS00570""","old_locus_tag=""MXAN_0114""","locus_tag=""MXAN_RS00570""","old_locus_tag=""MXAN_0114""",codon_start=1,transl_table=11,"product=""lytic transglycosylase domain-containingprotein""","protein_id=""WP_216608877.1"" ",
gene=complement(134069..134839),"locus_tag=""MXAN_RS00575""","old_locus_tag=""MXAN_0115""","locus_tag=""MXAN_RS00575""","old_locus_tag=""MXAN_0115""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909675.1"" ",
gene=complement(134929..136269),"locus_tag=""MXAN_RS00580""","old_locus_tag=""MXAN_0116""","locus_tag=""MXAN_RS00580""","old_locus_tag=""MXAN_0116""",codon_start=1,transl_table=11,"product=""sigma 54-interacting transcriptional regulator""","protein_id=""WP_011550263.1"" ",
gene=complement(136328..139081),"locus_tag=""MXAN_RS00585""","old_locus_tag=""MXAN_0117""","locus_tag=""MXAN_RS00585""","old_locus_tag=""MXAN_0117""",codon_start=1,transl_table=11,"protein_id=""WP_171452257.1"" ",,
gene=complement(139252..139824),"locus_tag=""MXAN_RS00590""","old_locus_tag=""MXAN_0118""","locus_tag=""MXAN_RS00590""","old_locus_tag=""MXAN_0118""",codon_start=1,transl_table=11,"product=""DUF1629 domain-containing protein""","protein_id=""WP_011550265.1"" ",
gene=complement(139837..141180),"locus_tag=""MXAN_RS00595""","old_locus_tag=""MXAN_0119""","locus_tag=""MXAN_RS00595""","old_locus_tag=""MXAN_0119""",codon_start=1,transl_table=11,"product=""AHH domain-containing protein""","protein_id=""WP_011550266.1"" ",
gene=141430..141840,"locus_tag=""MXAN_RS00600""","old_locus_tag=""MXAN_0120""","locus_tag=""MXAN_RS00600""","old_locus_tag=""MXAN_0120""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011550267.1"" ",
gene=141977..143503,"locus_tag=""MXAN_RS00605""","old_locus_tag=""MXAN_0121""","locus_tag=""MXAN_RS00605""","old_locus_tag=""MXAN_0121""",codon_start=1,transl_table=11,"product=""CoA-acylating methylmalonate-semialdehydedehydrogenase""","protein_id=""WP_020477940.1"" ",
gene=143578..144831,"locus_tag=""MXAN_RS00610""","old_locus_tag=""MXAN_0122""","locus_tag=""MXAN_RS00610""","old_locus_tag=""MXAN_0122""",codon_start=1,transl_table=11,"product=""GTP cyclohydrolase II""","protein_id=""WP_026113915.1"" ",
gene=144824..146035,"locus_tag=""MXAN_RS00615""","old_locus_tag=""MXAN_0123""","locus_tag=""MXAN_RS00615""","old_locus_tag=""MXAN_0123""",codon_start=1,transl_table=11,"product=""DUF1688 family protein""","protein_id=""WP_011550270.1"" ",
gene=146048..146683,"locus_tag=""MXAN_RS00620""","old_locus_tag=""MXAN_0124""","locus_tag=""MXAN_RS00620""","old_locus_tag=""MXAN_0124""",codon_start=1,transl_table=11,"product=""uracil phosphoribosyltransferase""","protein_id=""WP_011550271.1"" ",
gene=146794..147303,"locus_tag=""MXAN_RS00625""","old_locus_tag=""MXAN_0125""","locus_tag=""MXAN_RS00625""","old_locus_tag=""MXAN_0125""",codon_start=1,transl_table=11,"product=""MXAN_0125 family MYXO-CTERM protein""","protein_id=""WP_305034231.1"" ",
gene=147385..148707,"locus_tag=""MXAN_RS00630""","old_locus_tag=""MXAN_0126""","locus_tag=""MXAN_RS00630""","old_locus_tag=""MXAN_0126""",codon_start=1,transl_table=11,"product=""CapA family protein""","protein_id=""WP_011550273.1"" ",
gene=148831..150870,"locus_tag=""MXAN_RS00635""","old_locus_tag=""MXAN_0128""","locus_tag=""MXAN_RS00635""","old_locus_tag=""MXAN_0128""",codon_start=1,transl_table=11,"product=""putative metal-binding motif-containing protein""","protein_id=""WP_011550275.1"" ",
gene=150949..151809,"locus_tag=""MXAN_RS00640""","old_locus_tag=""MXAN_0129""","locus_tag=""MXAN_RS00640""","old_locus_tag=""MXAN_0129""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011550276.1"" ",
gene=151806..153659,"locus_tag=""MXAN_RS00645""","old_locus_tag=""MXAN_0130""","locus_tag=""MXAN_RS00645""","old_locus_tag=""MXAN_0130""",codon_start=1,transl_table=11,"product=""putative metal-binding motif-containing protein""","protein_id=""WP_011550277.1"" ",
gene=complement(153663..154964),"locus_tag=""MXAN_RS00650""","old_locus_tag=""MXAN_0131""","locus_tag=""MXAN_RS00650""","old_locus_tag=""MXAN_0131""",codon_start=1,transl_table=11,"product=""chloride channel protein""","protein_id=""WP_011550278.1"" ",
gene=155186..156238,"locus_tag=""MXAN_RS00655""","old_locus_tag=""MXAN_0133""","locus_tag=""MXAN_RS00655""","old_locus_tag=""MXAN_0133""",codon_start=1,transl_table=11,"protein_id=""WP_011550279.1"" ",,
gene=complement(156342..157259),"locus_tag=""MXAN_RS00660""","old_locus_tag=""MXAN_0134""","locus_tag=""MXAN_RS00660""","old_locus_tag=""MXAN_0134""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909677.1"" ",
gene=157340..157993,"locus_tag=""MXAN_RS00665""","old_locus_tag=""MXAN_0135""","locus_tag=""MXAN_RS00665""","old_locus_tag=""MXAN_0135""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011550282.1"" ",
gene=157990..159615,"locus_tag=""MXAN_RS00670""","old_locus_tag=""MXAN_0136""","locus_tag=""MXAN_RS00670""","old_locus_tag=""MXAN_0136""",codon_start=1,transl_table=11,"product=""apolipoprotein N-acyltransferase""","protein_id=""WP_011550283.1"" ",
gene=complement(159737..160603),"locus_tag=""MXAN_RS00675""","old_locus_tag=""MXAN_0137""","locus_tag=""MXAN_RS00675""","old_locus_tag=""MXAN_0137""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_216609377.1"" ",
gene=complement(160655..162178),"locus_tag=""MXAN_RS00680""","old_locus_tag=""MXAN_0138""","locus_tag=""MXAN_RS00680""","old_locus_tag=""MXAN_0138""",codon_start=1,transl_table=11,"product=""GMC oxidoreductase""","protein_id=""WP_011550285.1"" ",
gene=162330..163220,"locus_tag=""MXAN_RS00685""","old_locus_tag=""MXAN_0139""","locus_tag=""MXAN_RS00685""","old_locus_tag=""MXAN_0139""",codon_start=1,transl_table=11,"protein_id=""WP_011550286.1"" ",,
gene=complement(163224..164681),"locus_tag=""MXAN_RS00690""","old_locus_tag=""MXAN_0140""","locus_tag=""MXAN_RS00690""","old_locus_tag=""MXAN_0140""",codon_start=1,transl_table=11,"product=""reverse transcriptase family protein""","protein_id=""WP_011550287.1"" ",
gene=complement(165082..166935),"locus_tag=""MXAN_RS00695""","old_locus_tag=""MXAN_0141""","locus_tag=""MXAN_RS00695""","old_locus_tag=""MXAN_0141""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011550288.1"" ",
gene=complement(166932..173468),"locus_tag=""MXAN_RS00700""","old_locus_tag=""MXAN_0142""","locus_tag=""MXAN_RS00700""","old_locus_tag=""MXAN_0142""",codon_start=1,transl_table=11,"product=""HEAT repeat domain-containing protein""","protein_id=""WP_171452357.1"" ",
gene=complement(173554..174441),"locus_tag=""MXAN_RS00705""","old_locus_tag=""MXAN_0143""","locus_tag=""MXAN_RS00705""","old_locus_tag=""MXAN_0143""",codon_start=1,transl_table=11,"product=""cupin domain-containing protein""","protein_id=""WP_011550290.1"" ",
gene=complement(174457..177189),"locus_tag=""MXAN_RS00710""","old_locus_tag=""MXAN_0144""","locus_tag=""MXAN_RS00710""","old_locus_tag=""MXAN_0144""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011550291.1"" ",
gene=complement(177208..178062),"locus_tag=""MXAN_RS00715""","old_locus_tag=""MXAN_0145""","locus_tag=""MXAN_RS00715""","old_locus_tag=""MXAN_0145""",codon_start=1,transl_table=11,"product=""phospholipid scramblase-related protein""","protein_id=""WP_225909678.1"" ",
gene=complement(178112..181291),"locus_tag=""MXAN_RS00720""","old_locus_tag=""MXAN_0146""","locus_tag=""MXAN_RS00720""","old_locus_tag=""MXAN_0146""",codon_start=1,transl_table=11,"product=""carboxypeptidase-like regulatorydomain-containing protein""","protein_id=""WP_011550293.1"" ",
gene=complement(181382..182230),"locus_tag=""MXAN_RS00725""","old_locus_tag=""MXAN_0147""","locus_tag=""MXAN_RS00725""","old_locus_tag=""MXAN_0147""",codon_start=1,transl_table=11,"product=""1-acyl-sn-glycerol-3-phosphate acyltransferase""","protein_id=""WP_011550294.1"" ",
gene=complement(182235..185459),"locus_tag=""MXAN_RS39035""","old_locus_tag=""MXAN_0148""","locus_tag=""MXAN_RS39035""","old_locus_tag=""MXAN_0148""",codon_start=1,transl_table=11,"product=""AAA family ATPase""","protein_id=""WP_011550295.1"" ",
gene=complement(185456..186709),"locus_tag=""MXAN_RS00735""","old_locus_tag=""MXAN_0149""","locus_tag=""MXAN_RS00735""","old_locus_tag=""MXAN_0149""",codon_start=1,transl_table=11,"product=""DNA repair exonuclease""","protein_id=""WP_011550296.1"" ",
gene=complement(186938..187270),"locus_tag=""MXAN_RS00740""","old_locus_tag=""MXAN_0150""","locus_tag=""MXAN_RS00740""","old_locus_tag=""MXAN_0150""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020477936.1"" ",
gene=complement(187417..188298),"locus_tag=""MXAN_RS00745""","old_locus_tag=""MXAN_0151""","locus_tag=""MXAN_RS00745""","old_locus_tag=""MXAN_0151""",codon_start=1,transl_table=11,"product=""cyclopropane-fatty-acyl-phospholipid synthasefamily protein""","protein_id=""WP_011550298.1"" ",
gene=complement(188295..189032),"locus_tag=""MXAN_RS00750""","old_locus_tag=""MXAN_0152""","locus_tag=""MXAN_RS00750""","old_locus_tag=""MXAN_0152""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011550299.1"" ",
gene=complement(189029..190387),"locus_tag=""MXAN_RS00755""","old_locus_tag=""MXAN_0153""","locus_tag=""MXAN_RS00755""","old_locus_tag=""MXAN_0153""",codon_start=1,transl_table=11,"product=""sensor histidine kinase KdpD""","protein_id=""WP_011550300.1"" ",
gene=complement(190384..190806),"locus_tag=""MXAN_RS38485""",,"locus_tag=""MXAN_RS38485""",,codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909679.1"" ",
gene=190980..191867,"locus_tag=""MXAN_RS00765""","old_locus_tag=""MXAN_0155""","locus_tag=""MXAN_RS00765""","old_locus_tag=""MXAN_0155""",codon_start=1,transl_table=11,"product=""EamA family transporter""","protein_id=""WP_011550302.1"" ",
gene=191956..192618,"locus_tag=""MXAN_RS00770""","old_locus_tag=""MXAN_0156""","locus_tag=""MXAN_RS00770""","old_locus_tag=""MXAN_0156""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_043612119.1"" ",
gene=complement(192619..193359),"locus_tag=""MXAN_RS00775""","old_locus_tag=""MXAN_0157""","locus_tag=""MXAN_RS00775""","old_locus_tag=""MXAN_0157""",codon_start=1,transl_table=11,"product=""DNA methyltransferase""","protein_id=""WP_044272895.1"" ",
gene=193489..194274,"locus_tag=""MXAN_RS00780""","old_locus_tag=""MXAN_0158""","locus_tag=""MXAN_RS00780""","old_locus_tag=""MXAN_0158""",codon_start=1,transl_table=11,"protein_id=""WP_011550305.1"" ",,
gene=194300..194734,"locus_tag=""MXAN_RS00785""","old_locus_tag=""MXAN_0159""","locus_tag=""MXAN_RS00785""","old_locus_tag=""MXAN_0159""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011550306.1"" ",
gene=complement(194842..195537),"locus_tag=""MXAN_RS00790""","old_locus_tag=""MXAN_0160""","locus_tag=""MXAN_RS00790""","old_locus_tag=""MXAN_0160""",codon_start=1,transl_table=11,"product=""molybdopterin-dependent oxidoreductase""","protein_id=""WP_011550307.1"" ",
gene=complement(195530..196207),"locus_tag=""MXAN_RS00795""","old_locus_tag=""MXAN_0161""","locus_tag=""MXAN_RS00795""","old_locus_tag=""MXAN_0161""",codon_start=1,transl_table=11,"protein_id=""WP_020477933.1"" ",,
gene=196477..197580,"locus_tag=""MXAN_RS00800""","old_locus_tag=""MXAN_0162""","locus_tag=""MXAN_RS00800""","old_locus_tag=""MXAN_0162""",codon_start=1,transl_table=11,"product=""outer membrane beta-barrel protein""","protein_id=""WP_011550309.1"" ",
gene=197689..197778,"locus_tag=""MXAN_RS00805""","old_locus_tag=""MXAN_0163""","locus_tag=""MXAN_RS00805""","old_locus_tag=""MXAN_0163""",codon_start=1,transl_table=11,"product=""K(+)-transporting ATPase subunit F""","protein_id=""WP_020477932.1"" ",
gene=197788..199509,"locus_tag=""MXAN_RS00810""","old_locus_tag=""MXAN_0164""","locus_tag=""MXAN_RS00810""","old_locus_tag=""MXAN_0164""",codon_start=1,transl_table=11,"product=""potassium-transporting ATPase subunit KdpA""","protein_id=""WP_011550311.1"" ",
gene=199511..201571,"locus_tag=""MXAN_RS00815""","old_locus_tag=""MXAN_0165""","locus_tag=""MXAN_RS00815""","old_locus_tag=""MXAN_0165""",codon_start=1,transl_table=11,"product=""potassium-transporting ATPase subunit KdpB""","protein_id=""WP_011550312.1"" ",
gene=201586..202221,"locus_tag=""MXAN_RS00820""","old_locus_tag=""MXAN_0166""","locus_tag=""MXAN_RS00820""","old_locus_tag=""MXAN_0166""",codon_start=1,transl_table=11,"product=""potassium-transporting ATPase subunit KdpC""","protein_id=""WP_011550313.1"" ",
gene=202310..203479,"locus_tag=""MXAN_RS00825""","old_locus_tag=""MXAN_0167""","locus_tag=""MXAN_RS00825""","old_locus_tag=""MXAN_0167""",codon_start=1,transl_table=11,"product=""sensor protein KdpD""","protein_id=""WP_011550314.1"" ",
gene=203476..205323,"locus_tag=""MXAN_RS00830""","old_locus_tag=""MXAN_0168""","locus_tag=""MXAN_RS00830""","old_locus_tag=""MXAN_0168""",codon_start=1,transl_table=11,"product=""ATP-binding protein""","protein_id=""WP_011550315.1"" ",
gene=205532..205831,"locus_tag=""MXAN_RS00835""","old_locus_tag=""MXAN_0169""","locus_tag=""MXAN_RS00835""","old_locus_tag=""MXAN_0169""",codon_start=1,transl_table=11,"product=""DUF4258 domain-containing protein""","protein_id=""WP_020477931.1"" ",
gene=205828..206334,"locus_tag=""MXAN_RS00840""","old_locus_tag=""MXAN_0170""","locus_tag=""MXAN_RS00840""","old_locus_tag=""MXAN_0170""",codon_start=1,transl_table=11,"product=""type II toxin-antitoxin system MqsA familyantitoxin""","protein_id=""WP_011550317.1"" ",
gene=complement(206411..206878),"locus_tag=""MXAN_RS00845""","old_locus_tag=""MXAN_0171""","locus_tag=""MXAN_RS00845""","old_locus_tag=""MXAN_0171""",codon_start=1,transl_table=11,"product=""hemerythrin domain-containing protein""","protein_id=""WP_026113916.1"" ",
gene=complement(207019..208380),"locus_tag=""MXAN_RS00850""","old_locus_tag=""MXAN_0172""","locus_tag=""MXAN_RS00850""","old_locus_tag=""MXAN_0172""",codon_start=1,transl_table=11,"product=""sigma-54 dependent transcriptional regulator""","protein_id=""WP_011550319.1"" ",
gene=208539..208928,"locus_tag=""MXAN_RS00855""","old_locus_tag=""MXAN_0173""","locus_tag=""MXAN_RS00855""","old_locus_tag=""MXAN_0173""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_201423377.1"" ",
gene=209306..210898,"locus_tag=""MXAN_RS00860""","old_locus_tag=""MXAN_0174""","locus_tag=""MXAN_RS00860""","old_locus_tag=""MXAN_0174""",codon_start=1,transl_table=11,"product=""methyl-accepting chemotaxis protein""","protein_id=""WP_011550321.1"" ",
gene=complement(210960..212615),"locus_tag=""MXAN_RS00865""","old_locus_tag=""MXAN_0175""","locus_tag=""MXAN_RS00865""","old_locus_tag=""MXAN_0175""",codon_start=1,transl_table=11,"product=""formate--tetrahydrofolate ligase""","protein_id=""WP_011550322.1"" ",
gene=complement(212857..213291),"locus_tag=""MXAN_RS38490""",,"locus_tag=""MXAN_RS38490""",,codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909680.1"" ",
gene=213445..214989,"locus_tag=""MXAN_RS00870""","old_locus_tag=""MXAN_0176""","locus_tag=""MXAN_RS00870""","old_locus_tag=""MXAN_0176""",codon_start=1,transl_table=11,"product=""cell wall metabolism sensor histidine kinaseWalK""","protein_id=""WP_225909681.1"" ",
gene=complement(214997..215875),"locus_tag=""MXAN_RS00875""","old_locus_tag=""MXAN_0177""","locus_tag=""MXAN_RS00875""","old_locus_tag=""MXAN_0177""",codon_start=1,transl_table=11,"protein_id=""WP_216608916.1"" ",,
gene=complement(215875..216486),"locus_tag=""MXAN_RS00880""","old_locus_tag=""MXAN_0178""","locus_tag=""MXAN_RS00880""","old_locus_tag=""MXAN_0178""",codon_start=1,transl_table=11,"product=""rhodanese-like domain-containing protein""","protein_id=""WP_011550325.1"" ",
gene=complement(216504..217208),"locus_tag=""MXAN_RS00885""","old_locus_tag=""MXAN_0179""","locus_tag=""MXAN_RS00885""","old_locus_tag=""MXAN_0179""",codon_start=1,transl_table=11,"product=""MBL fold metallo-hydrolase""","protein_id=""WP_011550326.1"" ",
gene=complement(217450..218736),"locus_tag=""MXAN_RS00890""","old_locus_tag=""MXAN_0180""","locus_tag=""MXAN_RS00890""","old_locus_tag=""MXAN_0180""",codon_start=1,transl_table=11,"product=""sigma-54-dependent Fis family transcriptionalregulator""","protein_id=""WP_020477927.1"" ",
gene=complement(218766..220037),"locus_tag=""MXAN_RS00895""","old_locus_tag=""MXAN_0181""","locus_tag=""MXAN_RS00895""","old_locus_tag=""MXAN_0181""",codon_start=1,transl_table=11,"protein_id=""WP_141276580.1"" ",,
gene=complement(220189..222891),"locus_tag=""MXAN_RS00900""","old_locus_tag=""MXAN_0182""","locus_tag=""MXAN_RS00900""","old_locus_tag=""MXAN_0182""",codon_start=1,transl_table=11,"product=""AsmA family protein""","protein_id=""WP_011550329.1"" ",
gene=complement(223256..223675),"locus_tag=""MXAN_RS00905""","old_locus_tag=""MXAN_0183""","locus_tag=""MXAN_RS00905""","old_locus_tag=""MXAN_0183""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011550330.1"" ",
gene=complement(223688..224407),"locus_tag=""MXAN_RS00910""","old_locus_tag=""MXAN_0184""","locus_tag=""MXAN_RS00910""","old_locus_tag=""MXAN_0184""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011550331.1"" ",
gene=complement(224504..226018),"locus_tag=""MXAN_RS00915""","old_locus_tag=""MXAN_0185""","locus_tag=""MXAN_RS00915""","old_locus_tag=""MXAN_0185""",codon_start=1,transl_table=11,"product=""ELWxxDGT repeat protein""","protein_id=""WP_225909682.1"" ",
